book,mode,block_size,n_perm,z_token_repeat,z_type_repeat,z_mean_gap,token_repeat_fraction,type_repeat_fraction,mean_gap
deuteronomy,exact,80,1000,12.694967225812032,11.298418523984783,-8.148508645441018,0.9870123493162456,0.7681858019281332,1256.1471559728473
exodus,exact,80,1000,13.884510495787215,12.723808113125436,-23.225173238160167,0.9903695502308383,0.7999131944444444,1231.7546801272906
genesis,exact,80,1000,14.98508736791311,13.862461164211414,-19.13902249817238,0.9919384326084307,0.8138319260152794,1408.1510574018127
hagamad,exact,80,1000,9.839993705374802,8.46897794685559,-4.818147597517301,0.9727351538794972,0.7284110535405872,1222.9326394911825
leviticus,exact,80,1000,12.797599741691352,11.485512192652637,-23.189493421743162,0.9865843523685148,0.7704418486541391,980.918355767109
numbers,exact,80,1000,15.396253580260574,14.412487796265925,-23.928755220162802,0.9908030600727394,0.802247191011236,1169.1482342109302
